,customer_number,Cluster,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,seasonal_gifting,discount_bakery,practical_items,total_spend,recency,frequency,name
152,11339,2,192.19,308.19,101.31,197.66,106.25,27.55,0.59,15.72,50.38,29.15,66.68,22.14,48.67,5.3,4.0,5.97,0.0,1.69,1349.56,2,112,c
153,12450,3,28.19,43.75,15.02,38.91,34.9,0.0,29.82,33.92,37.56,77.66,0.0,69.75,6.0,1.45,0.0,0.0,0.0,2.55,573.1500000000001,5,83,d
154,61,3,70.18,55.29,46.39,56.18,45.71,5.55,12.12,14.87,18.63,121.38,0.0,20.65,19.88,16.38,6.0,3.04,0.0,2.87,547.8699999999999,4,37,d
155,8022,0,13.22,44.58,26.68,36.82,64.46,0.55,9.82,8.13,23.89,22.7,0.0,9.77,30.68,4.85,0.0,5.02,0.0,0.0,398.3299999999999,1,130,a
156,4513,2,29.27,86.56,84.73,22.7,94.07,115.93,73.65,53.95,29.54,28.63,828.6,488.78,12.73,2.47,348.0,9.33,0.0,1.17,2337.1400000000003,1,259,c
157,3839,2,42.36,127.97,113.08,29.89,10.85,59.3,50.66,40.65,58.97,17.19,217.61,0.0,49.93,2.75,71.4,10.21,0.0,0.0,983.1000000000001,1,108,c
158,11613,2,74.91,196.65,227.59,95.69,113.99,23.43,63.81,100.67,67.21,98.49,82.78,367.41,70.33,25.81,11.0,52.92,0.0,2.55,1876.67,3,84,c
159,9757,3,280.71,224.19,298.75,210.57,195.75,37.85,190.69,71.55,268.39,169.69,0.0,7.43,27.86,102.2,73.0,0.0,0.0,1.68,2419.7200000000003,1,354,d
160,3978,0,92.7,92.37,41.54,99.4,129.31,1.13,37.96,24.8,91.87,185.37,11.5,0.0,4.97,24.86,0.0,7.71,0.0,3.81,962.4399999999999,2,150,a
161,12008,0,152.1,30.78,36.43,138.18,31.77,0.0,93.06,19.49,68.03,183.5,0.0,2.55,0.0,12.02,2.0,0.0,0.0,0.84,825.27,1,95,a
162,13277,1,101.67,37.15,5.77,76.41,36.96,0.0,0.0,0.0,39.38,125.45,249.78,77.96,0.0,0.56,0.0,1.35,0.0,9.58,768.22,6,25,b
163,15394,4,18.26,22.45,2.95,3.73,3.78,4.44,2.34,0.0,5.88,12.98,0.0,0.0,11.8,1.58,0.0,3.4,0.0,0.0,94.54,4,16,e
164,2684,3,36.98,16.89,3.0,5.76,11.56,76.26,20.21,1.68,16.02,46.23,0.0,808.12,33.22,0.0,0.0,0.0,0.0,5.08,1115.27,1,155,d
165,10481,2,89.24,47.05,59.58,14.31,76.31,23.85,43.37,14.15,37.28,58.97,252.47,185.97,35.51,27.93,32.0,1.1,0.0,0.0,1243.82,12,78,c
166,2388,0,46.99,131.87,81.43,141.25,47.3,0.65,17.73,35.74,11.97,17.66,0.0,0.0,0.0,2.19,0.0,7.69,0.0,0.0,629.31,11,99,a
167,10283,2,28.73,28.76,56.04,36.93,71.61,12.18,45.26,71.7,22.3,74.24,99.46,102.07,7.37,15.56,36.5,43.24,0.0,4.65,859.48,4,80,c
168,12978,1,67.23,32.89,54.73,15.31,42.18,0.0,29.29,16.39,18.94,4.08,474.67,96.73,0.0,2.77,0.0,19.58,0.0,0.0,907.16,3,35,b
169,15960,1,6.19,12.2,6.55,10.47,12.72,9.1,1.0,8.11,7.19,0.0,169.24,158.09,0.0,0.0,0.0,0.0,0.0,0.0,408.3100000000001,12,64,b
170,2470,3,77.81,85.14,26.79,25.11,16.62,6.63,88.01,1.77,24.53,113.74,0.0,65.08,0.0,4.04,16.0,0.0,0.0,0.0,615.48,7,57,d
171,8912,2,160.56,155.56,304.11,281.41,446.27,43.5,184.15,242.56,244.78,713.28,94.98,570.72,17.53,30.81,10.0,26.88,0.0,17.88,3764.81,7,93,c
172,3139,3,284.81,42.34,68.85,113.69,183.35,7.47,126.47,36.87,45.44,113.91,0.0,244.76,0.0,2.78,0.0,16.88,0.0,24.57,1371.68,1,53,d
173,1969,3,36.41,46.33,24.68,36.38,50.17,2.1,56.13,6.4,3.95,111.96,0.0,18.77,18.52,2.74,7.0,0.0,0.0,0.0,499.55,2,55,d
174,4586,2,37.47,44.02,53.49,32.54,58.73,27.53,23.06,11.41,25.43,51.13,25.36,195.11,8.54,11.27,16.0,14.9,0.0,4.07,965.72,1,58,c
175,9735,3,76.67,182.15,35.7,80.34,12.68,0.84,23.29,49.43,34.52,42.95,13.27,13.24,23.44,9.97,2.0,0.0,54.89,0.0,698.97,1,132,d
176,13118,2,113.42,150.02,72.93,150.22,104.06,0.0,27.7,8.55,31.54,72.36,28.32,23.17,10.75,4.66,33.0,5.23,3.47,0.0,886.5999999999999,1,127,c
177,14539,1,7.15,28.06,29.79,146.82,3.27,0.78,0.0,0.0,113.55,0.0,1272.29,0.0,11.95,0.0,0.0,0.0,0.0,0.0,1776.9699999999998,1,80,b
178,7460,2,17.59,56.87,60.39,74.87,196.69,2.28,212.82,42.2,65.69,13.46,27.99,6.37,39.34,10.5,0.0,8.51,0.0,0.84,858.8399999999999,26,19,c
179,4084,0,26.87,28.62,36.14,51.07,15.88,22.8,12.53,10.76,11.24,13.93,4.17,0.0,1.9,15.81,22.0,1.27,0.0,0.0,289.13,7,26,a
180,3579,3,80.64,122.34,56.1,23.24,14.2,11.84,108.53,102.4,78.18,106.17,0.0,11.05,6.55,25.56,0.0,0.0,0.0,0.0,792.52,4,65,d
181,7991,4,30.77,14.6,74.81,34.95,49.96,7.29,28.31,8.83,2.72,13.97,0.0,10.2,12.05,7.32,0.0,0.0,0.0,2.12,320.04999999999995,15,25,e
182,11140,2,187.36,98.4,18.19,19.24,43.05,56.1,9.61,1.22,20.64,84.08,224.2,8.66,1.34,3.93,38.5,1.83,0.0,1.69,929.0799999999999,1,122,c
183,5943,1,58.16,11.1,34.48,27.25,4.04,7.7,29.82,15.35,9.47,4.27,86.26,68.93,0.0,2.57,1.0,0.0,0.0,0.0,385.12,6,48,b
184,3702,0,161.91,31.39,157.9,172.12,386.9,19.2,7.85,61.99,67.62,45.45,15.32,0.0,0.0,0.98,0.0,18.35,24.19,6.74,1231.02,6,30,a
185,6945,1,7.4,69.6,2.34,126.17,9.3,5.7,9.97,5.05,15.74,13.5,49.29,364.89,1.38,0.0,3.0,0.0,0.0,0.0,686.6800000000001,2,83,b
186,8380,3,117.4,43.58,24.31,54.96,41.86,3.6,123.03,18.03,63.85,138.8,0.0,275.27,10.69,4.04,0.0,0.0,0.0,0.0,947.5799999999999,1,43,d
187,4207,0,61.04,75.26,65.41,99.01,31.11,2.81,78.84,9.2,24.98,50.66,88.72,0.0,0.79,46.87,0.0,0.0,0.0,0.0,698.14,3,124,a
188,2649,0,49.93,60.35,25.86,39.15,19.39,12.07,14.91,27.05,14.78,24.57,0.0,0.0,0.0,39.21,79.0,0.0,0.0,0.0,573.21,1,112,a
189,9342,2,150.08,231.7,113.12,117.24,208.86,143.05,72.84,128.59,116.46,228.45,2.18,10.21,36.36,22.89,7.0,9.07,45.23,3.4,1742.09,2,184,c
190,5625,2,66.26,108.43,88.56,116.37,54.57,18.36,157.66,30.0,45.69,19.48,10.07,22.1,0.0,11.74,26.0,9.63,0.0,0.0,907.0799999999999,3,74,c
191,5501,2,87.35,82.78,100.64,29.74,47.23,88.6,54.79,6.14,52.78,14.71,64.52,684.49,0.0,1.48,1.0,0.0,0.0,2.12,1433.92,1,181,c
192,2604,0,51.6,37.5,63.2,28.95,75.71,6.15,18.75,16.56,14.82,19.0,0.0,7.48,3.5,6.11,0.0,0.0,21.02,2.97,398.66999999999996,3,17,a
193,11191,3,98.92,93.83,138.6,100.25,132.74,23.5,54.41,71.56,15.55,26.24,19.91,117.16,3.24,1.88,0.0,8.46,0.0,2.28,989.0799999999999,3,51,d
194,15963,1,17.21,48.44,8.26,2.31,3.57,1.2,2.29,0.66,0.72,0.0,666.86,0.0,0.0,0.0,4.0,0.0,0.0,0.0,859.01,5,115,b
195,3830,2,39.68,56.39,63.19,56.18,58.25,133.17,23.95,16.37,35.18,41.42,465.96,0.0,11.36,2.38,298.0,0.0,0.0,3.4,1515.8899999999999,1,362,c
196,9125,3,74.36,149.95,8.8,34.94,5.75,1.25,28.14,0.66,4.5,46.96,0.0,112.48,3.75,19.89,550.0,0.0,0.0,0.0,1088.8999999999999,1,93,d
197,8519,3,133.72,98.77,73.16,107.55,127.12,1.26,27.51,27.24,34.15,69.15,0.0,180.92,0.0,1.59,0.0,4.25,0.0,0.0,933.6199999999999,2,29,d
198,3633,4,13.4,21.66,18.05,6.87,14.26,2.25,15.34,11.4,7.58,4.93,2.18,1.35,0.0,4.16,0.0,3.26,0.0,3.81,141.15,5,8,e
199,13962,3,52.94,160.84,87.28,46.47,56.1,0.0,56.66,14.19,18.48,29.9,0.0,12.32,0.0,91.02,0.0,19.26,0.0,4.07,675.5699999999999,10,112,d
200,15227,4,1.45,7.25,11.62,11.97,37.37,0.55,2.99,0.0,17.55,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.51,139,12,e
201,11650,2,9.69,57.68,102.56,35.38,33.23,115.08,30.12,28.36,18.53,11.94,21.74,37.82,8.51,1.67,22.0,22.56,0.0,2.29,945.86,1,193,c
202,4278,0,44.76,81.84,41.29,26.02,22.2,0.8,17.78,40.54,74.16,43.92,3.81,0.0,42.07,6.86,0.0,5.1,0.0,0.0,488.96,4,40,a
203,11466,2,85.04,113.73,120.27,95.65,265.68,24.26,111.47,195.91,22.69,219.84,659.93,56.4,4.26,19.19,0.0,4.65,0.0,2.53,2076.05,3,83,c
204,8982,0,74.3,34.92,13.38,48.87,10.39,11.86,56.91,8.47,25.36,32.25,0.0,0.0,9.59,12.08,5.5,5.9,0.0,0.0,362.43999999999994,1,54,a
205,3218,4,3.42,11.06,12.86,29.72,16.42,3.96,0.49,1.5,2.51,11.27,0.0,0.0,0.0,8.99,0.0,1.69,0.0,0.0,109.89999999999999,44,4,e
206,1484,3,98.59,100.28,70.32,108.45,44.02,50.37,38.2,5.52,81.46,36.07,0.0,263.51,5.98,3.48,0.0,6.06,0.0,2.55,962.19,4,144,d
207,10165,2,48.63,84.81,44.43,49.89,35.37,61.72,29.57,43.43,65.08,53.44,507.76,2.13,22.27,4.04,78.0,1.52,0.0,0.0,1404.1,2,206,c
208,3038,0,153.16,122.48,115.67,40.28,84.89,74.58,98.24,11.88,122.34,50.95,0.0,0.0,1.2,5.27,0.0,10.0,0.0,0.0,951.5,2,105,a
209,7675,3,255.66,143.28,85.68,184.94,108.32,14.03,48.67,35.83,59.2,335.69,0.0,120.47,29.94,11.5,0.0,31.03,0.0,5.95,1541.33,4,39,d
210,13868,1,58.02,37.68,34.28,88.43,13.86,0.0,9.55,21.98,18.74,62.69,44.68,36.51,0.0,1.44,36.0,0.0,0.0,0.0,555.6600000000001,7,15,b
211,8388,4,23.7,22.5,43.41,20.4,78.9,8.1,11.74,2.62,14.93,4.25,10.58,6.2,1.8,5.86,0.0,2.98,0.0,0.0,304.48,18,31,e
212,3289,0,55.51,38.18,63.1,17.87,54.5,6.51,6.63,6.6,10.55,10.65,0.0,0.0,3.64,6.05,0.0,0.0,0.0,1.69,291.98999999999995,52,15,a
213,6250,1,13.75,36.6,27.16,6.44,3.13,1.4,7.89,15.13,12.57,16.82,192.98,159.34,0.0,1.19,0.0,0.0,0.0,0.0,540.51,4,34,b
214,11322,2,60.22,219.69,197.94,128.62,108.73,20.1,77.49,100.76,128.92,110.4,552.24,6.63,34.2,13.12,0.0,0.42,0.0,5.52,1978.4600000000003,1,177,c
215,10945,0,209.42,157.09,116.22,99.2,173.59,63.17,3.69,32.01,72.5,3.99,0.0,0.0,35.82,4.69,0.0,5.55,0.0,14.42,1019.1599999999999,1,92,a
216,1083,3,75.54,103.3,33.68,63.3,35.91,9.72,28.57,10.56,46.32,43.64,27.36,115.96,2.48,18.79,0.0,17.15,0.0,0.0,647.31,1,33,d
217,5246,1,25.2,25.26,30.95,14.63,26.84,10.27,15.78,46.35,15.67,1.99,210.84,310.24,0.0,1.57,1.0,0.0,0.0,0.0,743.88,2,142,b
218,12573,4,33.42,33.36,47.86,62.29,29.68,0.0,22.74,12.03,4.89,23.46,0.0,23.68,0.0,4.03,0.0,0.0,1.25,0.0,315.77,8,12,e
219,6759,3,174.75,199.42,238.9,236.28,374.32,82.4,63.11,103.02,216.2,133.84,0.0,35.55,12.21,0.0,0.0,11.81,0.0,8.63,1982.1,1,116,d
220,12357,3,260.39,219.85,208.3,88.26,128.37,0.0,15.67,313.93,66.78,66.19,2.14,33.68,36.01,1.01,0.0,3.46,0.0,0.0,1583.09,1,39,d
221,10549,2,56.94,78.22,189.1,31.94,105.04,19.29,41.03,53.03,28.63,44.41,530.23,11.22,21.33,14.67,147.0,6.09,0.0,0.0,1604.12,1,114,c
222,2798,0,124.24,109.89,46.58,27.47,41.98,37.31,46.64,16.8,60.04,54.68,0.0,0.0,18.97,2.38,0.0,1.33,0.0,5.22,643.96,4,77,a
223,1770,0,23.95,12.73,50.54,31.65,34.91,0.82,64.53,3.2,65.0,44.17,0.0,0.0,6.31,7.22,0.0,2.98,0.0,0.0,392.26,14,24,a
224,4740,0,46.12,172.44,46.23,35.59,5.6,19.05,21.32,71.46,153.22,57.95,4.41,0.0,23.94,125.64,0.0,0.0,0.0,0.0,926.94,2,79,a
225,10557,0,37.01,41.73,26.25,15.14,6.35,0.35,46.14,0.79,3.29,87.94,0.0,0.0,6.69,5.89,4.0,4.2,0.0,0.0,304.97,2,32,a
226,2110,4,6.97,25.18,32.11,14.38,8.95,3.36,16.03,7.09,6.13,6.98,0.0,7.65,46.95,0.0,0.0,1.23,0.0,0.0,203.81,16,24,e
227,10818,2,165.87,133.72,38.69,68.31,63.42,48.2,32.17,25.04,48.23,137.95,143.65,19.05,68.87,41.18,60.0,5.96,4.72,0.0,1299.66,3,65,c
228,8841,2,119.65,134.25,134.82,217.14,151.11,11.9,115.66,35.43,136.53,217.15,70.53,3.04,92.99,28.53,3.0,8.89,0.0,4.65,1537.9,3,40,c
229,2566,4,11.75,15.72,42.55,11.16,15.06,17.51,3.04,7.33,8.38,1.99,0.0,0.0,0.0,11.33,0.0,5.09,0.0,1.52,245.29000000000002,4,28,e
230,13056,4,9.07,1.05,5.45,13.08,4.15,0.0,2.63,2.19,0.0,0.0,0.0,704.24,1.1,0.0,0.0,1.23,0.0,0.0,752.1599999999999,1,72,e
231,6924,2,0.89,101.38,106.21,46.56,52.4,25.65,30.31,58.99,9.13,48.07,215.07,78.93,4.2,0.0,4.0,2.54,0.0,6.3,920.92,2,197,c
232,2500,3,403.03,266.71,110.25,285.57,154.17,15.2,47.16,32.26,207.55,397.58,0.0,70.09,0.0,13.75,0.0,1.77,0.0,9.56,2177.42,1,59,d
233,11002,3,50.5,32.43,11.21,38.86,12.15,1.3,6.21,4.63,5.83,53.33,4.2,37.65,16.66,3.26,20.0,8.49,0.0,1.44,413.34,8,49,d
234,1731,3,40.89,69.26,69.84,56.77,76.89,0.95,56.56,14.45,74.14,12.64,0.0,180.79,11.3,0.0,0.0,3.56,0.0,9.26,730.88,12,26,d
235,7303,2,74.3,107.57,38.16,55.24,46.51,17.25,59.77,20.99,52.48,57.2,164.88,10.72,12.29,4.25,0.0,5.17,0.0,0.0,795.1299999999999,1,78,c
236,2442,0,58.19,68.34,75.68,21.67,26.48,11.37,17.89,74.91,4.9,50.15,0.0,2.55,27.62,17.43,0.0,13.24,0.0,0.0,536.53,1,80,a
237,5510,2,84.35,41.21,54.07,22.6,63.05,44.98,6.29,47.11,25.18,17.62,35.88,109.03,0.0,0.0,1.0,4.6,23.01,0.0,606.4200000000001,1,65,c
238,6089,1,72.25,54.85,15.13,30.02,201.8,4.63,47.28,23.96,5.23,22.21,139.96,9.52,0.0,16.5,0.0,0.0,0.0,0.0,861.1000000000001,2,82,b
239,11509,1,47.0,22.85,31.16,24.33,8.65,12.21,12.86,23.57,2.62,74.23,26.01,46.82,0.0,4.06,0.0,0.0,0.0,0.76,340.92,2,27,b
240,6114,1,27.14,67.63,25.04,15.01,10.31,105.12,10.94,28.46,8.33,2.98,332.06,3.4,0.0,26.76,56.0,0.0,0.0,0.0,935.45,1,149,b
241,10599,2,72.3,100.41,108.13,60.44,61.58,99.29,14.42,38.35,98.34,7.6,160.61,152.32,39.56,43.32,0.0,10.14,0.0,0.0,1089.34,3,50,c
242,3756,0,136.39,152.58,110.4,132.65,50.86,11.7,5.44,52.96,22.34,20.9,19.85,0.0,0.0,12.36,1.0,0.0,0.0,0.0,841.45,1,138,a
243,12641,3,52.0,89.67,71.4,72.67,201.83,0.0,11.05,80.64,70.93,75.62,18.18,8.5,31.39,3.79,0.0,3.98,0.0,0.0,1007.27,16,56,d
244,3636,2,67.88,123.79,110.98,128.53,127.99,20.62,45.41,47.91,131.59,120.61,398.26,0.0,41.22,17.85,0.0,3.68,110.69,2.96,1626.9700000000003,2,63,c
245,11943,4,18.98,3.24,14.48,0.6,0.0,0.76,17.45,5.28,1.99,0.0,0.0,0.0,11.67,4.54,0.0,0.0,3.73,0.0,94.36,8,9,e
246,3759,4,11.57,8.85,8.41,12.78,96.66,1.7,7.32,22.93,8.65,2.58,8.55,0.0,8.83,4.55,0.0,1.69,0.0,0.0,338.2,32,28,e
247,2590,4,7.59,20.04,20.82,24.21,10.95,3.74,10.23,20.82,37.32,24.75,0.0,26.37,0.4,2.98,0.0,10.93,0.0,0.0,248.27999999999997,2,37,e
248,7172,4,53.56,52.18,4.36,16.77,23.06,7.39,7.59,3.56,3.98,15.76,0.0,0.0,5.02,1.59,0.0,0.0,0.0,0.0,225.76999999999998,2,34,e
249,7019,0,33.71,28.66,40.84,36.83,48.6,2.25,3.53,2.91,26.86,21.93,0.0,0.0,1.16,0.91,0.0,24.71,0.0,9.74,318.25,9,51,a
250,1805,4,33.29,43.37,4.05,14.1,47.34,0.0,24.6,1.1,14.48,54.46,0.0,0.0,33.22,0.0,0.0,0.0,0.0,0.0,274.77,4,12,e
251,1254,3,264.43,136.66,89.41,45.39,240.49,28.07,107.15,42.39,16.18,80.74,0.0,336.25,0.0,96.82,0.0,4.35,0.0,7.44,1568.6,1,166,d
252,5641,2,4.92,51.84,31.78,35.07,32.24,43.79,35.75,54.21,2.5,21.36,511.48,40.49,0.0,26.3,126.0,1.02,0.0,0.0,1575.1200000000003,7,63,c
253,3278,3,120.54,54.3,51.81,127.4,52.04,6.35,22.51,31.9,40.42,27.47,0.0,40.69,0.0,8.42,0.0,8.07,0.0,0.0,614.1600000000001,3,36,d
254,14711,1,16.58,50.96,59.18,91.8,106.62,0.4,0.0,26.44,33.37,123.02,303.64,0.0,0.0,30.19,0.0,10.2,0.0,0.0,856.86,3,22,b
255,14495,4,132.3,93.98,46.73,32.05,17.1,7.08,0.0,2.28,1.79,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.52,1,49,e
256,6632,2,72.15,130.43,95.24,106.28,70.92,6.75,80.55,193.37,40.16,96.6,483.05,483.27,3.8,0.0,6.0,5.08,0.0,2.02,1917.88,1,90,c
257,15554,1,13.61,51.09,3.29,4.86,2.29,3.35,2.0,26.13,0.0,0.0,495.23,0.0,0.0,63.36,50.0,0.0,0.0,0.0,749.58,1,64,b
258,2370,0,67.7,65.42,15.49,51.68,20.01,19.26,16.17,1.75,11.69,137.02,0.0,4.25,1.7,24.5,0.0,1.02,0.4,0.0,457.46000000000004,1,74,a
259,15690,4,37.75,43.56,4.32,48.93,1.57,1.55,11.34,1.7,0.0,51.56,0.0,67.86,50.73,0.99,0.0,0.0,0.0,1.69,331.36,8,33,e
260,6917,3,28.88,36.78,35.43,31.82,42.99,0.76,25.6,31.15,47.57,47.35,7.69,17.85,4.54,0.0,0.0,1.52,0.0,1.95,391.98,3,28,d
261,11280,2,71.81,310.19,140.76,83.04,252.15,25.24,66.73,41.02,38.29,140.17,38.77,10.37,0.0,23.26,0.0,4.83,0.0,13.98,1460.1599999999999,1,143,c
262,7158,3,208.52,104.13,38.25,30.03,89.34,2.33,50.24,38.83,46.38,175.65,0.0,28.8,49.63,4.04,0.0,0.0,0.0,0.0,871.5699999999999,4,27,d
263,6063,2,55.25,97.17,63.14,41.17,58.85,99.03,6.1,44.91,14.39,30.08,4.09,142.6,0.0,0.84,149.0,8.49,0.0,4.24,934.8399999999999,1,347,c
264,9656,2,26.42,82.27,30.49,59.63,19.87,25.72,80.23,22.12,19.85,24.82,67.27,32.75,3.3,3.33,31.0,0.0,0.0,0.0,629.6399999999999,1,84,c
265,16041,0,13.52,57.14,34.85,40.91,54.92,5.5,22.62,3.08,23.76,0.0,0.0,0.0,18.17,2.03,10.0,1.28,0.0,0.0,475.08,2,83,a
266,1437,0,133.03,104.12,125.91,48.76,215.38,0.65,56.1,9.72,250.48,47.61,0.0,0.0,10.75,0.0,0.0,0.0,0.0,2.78,1035.11,1,89,a
267,2573,3,57.49,105.64,48.57,15.67,28.77,36.01,44.24,17.21,30.53,144.62,0.0,187.47,1.8,2.31,0.0,5.91,0.0,0.0,757.0,2,83,d
268,3008,0,157.79,67.83,50.09,39.49,140.64,6.23,89.28,37.25,89.48,87.92,0.0,4.25,8.27,7.0,2.0,13.53,0.0,0.0,1005.26,1,79,a
269,7148,3,81.5,70.56,80.36,94.07,241.82,13.44,13.4,6.99,53.24,25.38,0.0,10.47,0.0,3.75,0.0,12.92,0.0,14.36,767.9,7,33,d
270,12925,0,120.67,49.34,26.63,80.05,153.03,0.0,85.19,0.0,163.71,98.54,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,806.3499999999999,9,30,a
271,14239,4,40.5,59.7,35.85,33.7,23.55,0.0,22.6,1.62,12.75,39.3,0.0,0.0,1.3,0.0,0.0,5.06,0.0,0.0,287.19,1,15,e
272,11971,4,30.61,51.73,44.5,21.95,0.0,0.6,42.92,2.85,45.92,21.52,11.36,59.4,2.1,1.58,0.0,0.0,0.0,0.0,383.59999999999997,2,33,e
273,498,3,54.87,124.15,50.21,108.63,116.03,23.5,41.97,43.93,31.99,52.78,0.0,108.08,0.0,6.54,0.0,5.1,0.0,0.0,944.52,1,79,d
274,8488,2,70.15,138.54,172.22,122.36,244.39,9.08,11.82,109.97,156.42,30.47,586.82,31.01,5.49,2.47,0.0,2.31,0.0,0.0,1745.9099999999999,7,49,c
275,5204,2,78.16,53.76,68.47,44.26,32.8,22.86,35.41,1.22,6.16,57.25,154.61,54.38,0.0,28.7,0.0,3.09,0.0,0.0,693.23,2,88,c
276,10495,0,108.03,39.06,32.39,36.28,68.77,1.75,5.53,11.69,49.53,30.73,0.0,0.0,12.8,4.67,0.0,5.09,0.0,0.0,443.85,5,59,a
277,10222,2,152.78,91.67,2.93,102.34,128.45,33.95,75.98,44.79,35.11,79.44,229.01,324.78,41.03,5.35,5.0,5.51,0.0,1.06,1550.4700000000003,2,99,c
278,1050,3,45.9,14.06,11.41,41.05,102.72,3.89,26.98,5.45,7.74,30.11,0.0,54.52,0.0,1.07,7.0,1.18,0.0,2.96,391.68,6,17,d
279,14302,4,9.36,26.25,8.82,26.1,17.34,2.1,0.0,2.29,2.0,9.36,8.04,94.8,0.0,8.12,16.0,0.89,0.0,0.0,236.17000000000004,3,20,e
280,12391,1,12.26,23.59,33.32,13.76,46.74,0.0,13.76,24.19,17.35,3.25,172.62,116.83,2.1,3.98,0.0,4.23,0.0,0.0,504.1599999999999,2,81,b
281,2352,4,8.17,14.09,20.92,16.14,18.1,2.87,21.27,5.0,28.41,8.36,0.0,17.59,0.0,0.0,0.0,4.54,0.0,0.0,173.66,7,19,e
282,16306,4,69.18,34.85,3.27,53.63,13.35,0.55,20.1,11.97,16.12,0.0,0.37,200.68,0.0,1.35,0.0,0.0,0.0,0.0,462.81,11,29,e
283,2522,4,14.91,29.8,46.65,33.08,0.55,4.29,9.5,1.46,10.77,16.99,0.0,38.68,0.0,0.0,0.0,0.0,0.0,0.0,215.97000000000003,11,20,e
284,12237,4,41.97,108.33,44.07,29.02,21.12,0.0,8.62,14.29,15.33,20.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.03999999999996,2,106,e
285,3733,2,46.75,69.29,47.51,82.22,121.99,10.47,63.27,33.91,48.45,84.82,493.64,0.0,47.83,3.17,9.5,5.94,1.5,13.12,1312.99,7,82,c
286,13069,4,0.59,5.91,0.65,2.65,3.77,0.0,6.7,0.83,0.0,1.0,21.88,0.0,1.21,0.3,4.0,0.0,0.0,0.0,186.76,97,7,e
287,221,3,107.09,34.13,31.77,65.23,57.94,4.98,1.29,20.13,38.63,65.52,0.0,79.89,17.72,8.1,0.0,0.0,0.0,0.0,572.35,4,32,d
288,12993,0,63.86,24.44,91.43,62.28,51.6,0.0,108.59,9.91,19.21,43.01,0.0,0.0,0.0,3.96,0.0,3.19,0.0,4.58,557.86,2,42,a
289,3741,0,30.99,20.17,21.55,13.71,60.56,12.8,24.71,24.4,10.76,18.11,11.23,0.0,0.0,0.0,0.0,9.48,0.0,0.0,268.74,31,18,a
290,6992,3,74.76,53.81,44.91,80.68,134.29,5.57,37.79,25.7,30.32,72.82,4.36,48.2,58.28,3.27,0.0,9.36,26.71,0.0,748.11,3,39,d
291,1308,3,116.41,42.49,15.58,22.71,35.36,9.84,64.23,10.25,11.18,42.7,0.0,31.83,8.0,16.94,0.0,0.0,0.0,0.0,448.26,9,25,d
292,427,3,54.71,59.32,9.31,11.18,13.33,3.85,43.35,34.69,56.53,61.82,0.0,541.7,0.0,0.99,4.0,6.0,0.0,1.27,932.52,3,52,d
293,2982,3,49.94,116.17,93.61,32.81,15.83,12.1,118.44,53.01,83.78,198.55,0.0,65.13,21.77,0.0,0.0,0.0,0.0,2.47,970.6999999999999,1,75,d
294,15481,4,31.46,24.19,130.1,12.66,55.62,14.85,17.53,1.35,0.0,7.78,0.0,0.0,2.1,3.93,0.0,0.0,0.0,0.0,461.53000000000003,1,65,e
295,2880,4,37.71,21.06,37.5,33.15,24.36,6.87,1.45,6.99,5.07,34.81,0.0,3.4,4.64,0.0,10.0,2.76,0.0,1.26,245.86,7,25,e
296,15933,0,43.9,97.48,65.47,106.92,34.33,5.78,61.03,53.75,4.57,0.0,0.0,6.58,63.32,5.13,0.0,2.12,0.0,14.77,590.1,1,142,a
297,9458,0,35.3,36.61,39.35,33.81,25.88,1.55,8.55,26.28,32.42,38.62,0.0,0.0,0.0,4.46,5.0,1.18,0.0,0.0,306.27,107,39,a
298,14805,1,19.43,42.53,10.57,6.51,2.28,11.91,10.35,0.0,7.55,7.96,270.86,0.0,3.5,0.0,16.0,0.0,0.0,0.0,443.34999999999997,5,45,b
299,3269,0,68.02,55.65,36.35,58.48,49.42,16.67,18.36,2.86,39.36,18.64,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,383.03999999999996,7,18,a
300,2519,4,55.58,29.01,12.52,12.36,36.42,4.1,25.01,0.33,18.55,47.2,0.0,22.55,25.16,6.17,0.0,1.27,0.0,0.0,320.83,5,36,e
301,2792,4,0.0,0.0,3.56,2.19,0.0,153.62,2.96,3.36,3.88,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,496.63000000000005,2,30,e
302,10732,3,266.81,244.16,118.44,53.61,56.98,6.28,41.25,14.25,33.14,75.85,0.0,36.66,23.4,1.45,0.0,2.99,0.0,0.0,1041.28,1,43,d
303,10126,2,108.87,247.27,88.46,170.98,125.69,6.87,54.93,47.76,71.76,31.13,12.93,98.2,150.01,30.26,7.0,19.78,0.0,38.94,1474.1,10,80,c
