,customer_number,Cluster,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,seasonal_gifting,discount_bakery,practical_items,total_spend,recency,frequency,name
2550,16184,4,5.15,10.18,4.62,1.72,5.28,3.26,0.59,5.03,5.49,0.0,0.55,74.04,0.0,2.2,1.5,0.0,0.0,0.0,122.59,66,15,e
2551,15308,3,42.99,78.65,13.86,37.4,85.72,3.85,24.87,0.0,24.46,11.48,0.0,38.39,2.53,11.86,0.0,9.68,0.0,0.0,406.25,1,68,d
2552,15793,4,63.51,65.74,11.34,11.31,28.45,21.21,11.4,0.44,0.0,27.33,0.0,0.0,0.0,0.0,0.0,4.24,0.0,0.0,268.69000000000005,4,28,e
2553,6358,1,36.08,37.97,19.92,18.22,57.38,10.17,28.08,3.86,28.26,12.86,134.92,46.16,0.0,11.07,18.0,1.69,0.0,0.0,476.98,1,42,b
2554,11592,2,106.5,71.78,9.13,40.59,52.18,51.91,6.28,87.13,70.79,128.87,8.22,704.43,40.71,1.68,152.0,2.85,1.89,2.12,1793.09,1,118,c
2555,7572,3,81.92,69.88,95.65,73.85,16.57,14.14,15.78,14.77,52.57,41.83,0.0,44.63,6.9,8.58,0.0,2.29,27.56,0.0,611.72,4,52,d
2556,12379,3,136.83,48.56,52.39,79.64,35.3,0.0,8.06,17.53,13.16,97.69,0.0,15.98,17.58,6.53,0.0,22.82,0.0,0.0,609.3600000000001,11,24,d
2557,3990,1,8.16,121.97,33.18,116.65,35.9,20.21,1.59,2.19,129.83,8.04,172.95,0.0,0.0,0.0,7.0,3.4,0.0,0.0,679.8600000000001,2,71,b
2558,7806,2,22.19,31.98,23.5,230.58,43.24,15.55,14.54,2.68,48.83,99.72,356.31,3.4,29.23,6.88,0.0,0.0,0.0,0.0,932.52,2,77,c
2559,850,4,30.33,68.04,13.87,11.22,7.08,4.95,37.18,1.28,5.74,16.34,0.0,0.0,0.0,11.45,0.0,0.0,0.0,0.0,240.01,86,27,e
2560,14932,3,136.08,137.82,3.12,53.36,26.04,1.45,11.46,0.0,0.0,216.24,0.0,103.44,20.86,8.93,0.0,0.0,0.0,0.0,766.66,3,50,d
2561,12596,4,118.44,131.87,19.49,17.52,15.9,0.0,10.81,0.26,52.3,5.0,0.0,0.0,0.0,6.23,0.0,1.28,0.0,0.0,404.9,1,34,e
2562,9728,2,99.51,105.89,118.27,125.52,138.81,17.09,17.4,46.24,96.43,109.74,201.7,30.5,36.09,7.74,82.0,0.0,0.0,3.04,1317.1100000000001,1,71,c
2563,3092,0,383.37,214.96,396.1,326.08,153.52,5.6,46.9,93.51,136.73,24.62,0.0,3.4,0.0,46.34,0.0,10.17,0.0,10.71,1959.54,1,91,a
2564,7124,3,47.76,22.13,19.6,29.62,141.79,63.58,47.32,9.62,12.37,13.42,0.0,56.94,24.02,10.88,0.0,7.56,0.0,2.96,529.04,2,47,d
2565,13182,4,39.59,46.0,41.44,16.2,23.49,0.0,0.0,15.55,8.54,26.15,3.85,2.13,21.65,4.17,0.0,0.0,0.0,0.0,272.47,119,42,e
2566,12329,1,30.25,36.25,22.2,79.92,10.12,0.0,17.49,17.39,3.59,69.83,47.69,276.3,0.0,0.0,315.0,0.0,0.0,1.68,1040.0,1,239,b
2567,11069,2,32.97,50.58,29.74,33.28,55.47,37.45,55.93,58.77,13.96,81.27,35.96,222.56,2.1,3.46,9.5,5.75,3.36,6.79,912.49,2,63,c
2568,14893,0,31.44,122.65,67.74,92.36,512.64,0.85,362.96,0.0,17.89,79.72,2.19,0.0,0.0,7.86,21.0,0.0,0.0,2.12,1426.4699999999998,1,156,a
2569,2622,3,31.66,37.61,37.74,47.01,11.85,14.79,29.05,22.41,8.38,23.51,0.0,79.9,25.68,2.87,1.5,0.0,0.0,0.0,399.78999999999996,8,38,d
2570,5170,0,40.31,25.69,23.04,86.69,26.07,7.95,12.53,3.7,39.89,49.81,2.84,4.11,0.0,2.38,0.0,4.05,0.0,0.0,353.34000000000003,1,30,a
2571,13605,1,5.55,32.53,15.37,13.1,1.95,0.0,2.78,6.69,4.72,0.0,199.59,15.29,0.0,2.55,0.0,0.0,0.0,0.0,329.73999999999995,62,20,b
2572,14778,0,15.68,42.78,64.73,19.47,14.11,24.61,8.58,32.64,20.31,4.08,0.0,0.0,0.0,2.48,1.0,4.53,9.3,2.96,299.82,3,61,a
2573,2623,3,115.41,49.57,63.27,34.22,24.82,3.15,23.05,34.1,161.22,263.81,0.0,552.93,40.56,20.99,0.0,11.9,40.16,0.0,1480.53,15,113,d
2574,10958,2,118.21,79.27,91.54,57.56,75.84,10.0,37.04,41.46,23.09,37.47,364.84,467.48,41.64,19.69,20.0,16.56,0.0,7.66,1589.25,23,122,c
2575,10113,2,68.49,66.74,69.43,34.66,118.23,29.6,46.22,31.11,21.39,32.46,83.52,10.19,0.0,8.39,0.0,73.66,0.0,0.0,863.77,3,53,c
2576,8255,0,119.63,66.87,41.21,50.84,24.41,17.56,7.38,6.51,35.38,75.08,0.0,0.0,30.19,9.37,0.0,0.0,0.0,0.0,502.62,4,21,a
2577,9941,2,94.95,48.79,69.84,62.24,78.23,3.85,8.7,3.23,4.29,37.77,900.48,3.13,28.48,12.03,4.0,46.36,0.0,1.95,1430.57,16,131,c
2578,15003,4,94.48,94.41,24.14,31.91,19.77,12.22,3.07,0.0,35.56,15.55,0.0,12.32,0.0,28.07,0.0,0.0,0.0,0.0,491.95,43,105,e
2579,7091,0,25.59,103.31,2.25,49.7,34.94,5.1,20.09,0.89,24.7,49.66,0.0,2.97,23.14,9.22,0.0,2.55,0.0,0.0,404.78999999999996,7,34,a
2580,12212,4,16.28,137.29,8.02,92.45,26.65,0.0,0.0,0.0,25.71,124.29,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,474.61,1,107,e
2581,6970,0,18.21,21.41,34.93,15.42,3.3,5.53,15.91,25.28,40.31,39.62,0.0,0.0,0.0,18.27,12.0,3.13,0.0,0.0,272.04,7,26,a
2582,5328,2,101.26,42.95,73.52,110.17,35.36,33.35,23.97,19.1,68.22,105.59,878.7,27.28,0.0,0.28,0.0,5.16,0.0,6.8,1580.06,2,111,c
2583,13745,1,8.87,100.2,113.51,45.24,68.72,0.0,17.3,34.41,11.75,23.47,46.03,26.26,0.0,0.0,19.0,0.0,0.0,0.0,874.73,1,203,b
2584,1382,0,73.3,52.89,180.79,181.62,104.41,3.9,42.11,3.0,5.9,101.11,0.0,0.0,0.76,1.88,0.0,10.03,0.0,0.0,805.93,7,45,a
2585,3701,2,18.48,58.86,168.79,103.89,142.12,22.04,47.98,23.87,73.7,16.61,195.92,0.0,13.48,16.68,0.0,0.0,0.0,4.05,975.5699999999999,4,68,c
2586,10248,3,394.92,433.09,290.95,235.7,884.45,19.31,199.51,216.52,369.73,191.82,2.43,331.41,1.3,9.27,10.0,1.44,0.0,0.0,3789.25,1,180,d
2587,5240,3,159.02,89.47,39.21,39.09,42.11,4.3,155.37,3.14,64.34,168.51,11.31,20.06,0.0,15.26,0.0,2.25,0.0,0.0,870.1,4,53,d
2588,540,0,22.95,19.96,84.57,40.16,83.35,15.95,17.17,36.54,21.86,3.18,0.0,1.92,50.01,8.79,2.0,12.32,0.0,0.0,456.40999999999997,1,80,a
2589,8733,2,2.09,43.89,52.99,110.91,13.91,228.95,6.45,2.69,12.37,59.42,411.33,2.97,20.69,11.57,14.0,0.0,0.0,3.4,1034.17,1,329,c
2590,15773,4,4.5,43.53,19.73,6.83,48.12,1.46,20.98,1.01,0.0,10.37,0.0,0.0,0.0,11.5,0.0,37.97,0.0,3.47,216.45999999999998,3,21,e
2591,9206,1,9.28,19.73,19.68,10.85,14.88,1.76,1.09,6.92,2.09,4.0,269.08,5.95,1.7,1.19,10.0,0.0,0.0,0.0,392.84000000000003,7,104,b
2592,9110,0,46.89,37.97,55.36,31.24,48.15,14.68,10.05,47.9,56.37,61.14,0.0,1.52,39.37,11.32,2.0,1.69,7.94,0.0,487.44999999999993,3,85,a
2593,15743,0,36.9,44.25,41.07,74.57,81.39,7.35,9.66,1.38,0.0,18.95,0.0,0.0,74.18,4.7,0.0,0.0,6.36,0.0,440.78999999999996,1,35,a
2594,4365,0,85.32,40.95,87.31,27.03,15.41,29.85,23.94,23.11,45.08,54.55,2.0,0.0,78.81,22.96,136.5,0.0,0.0,0.0,716.0999999999999,1,107,a
2595,8688,2,63.67,84.08,43.06,118.85,135.94,3.0,89.81,10.3,224.94,71.42,69.23,3.23,64.15,6.6,3.0,9.0,0.0,3.38,1106.13,5,46,c
2596,2667,0,117.28,22.89,77.71,19.65,102.62,19.49,47.95,111.62,128.95,237.26,0.0,0.0,20.69,46.73,0.0,9.48,0.0,0.0,989.26,7,29,a
2597,8520,1,2.73,14.02,23.47,17.48,49.86,25.45,0.99,0.9,6.37,4.58,143.9,361.2,1.5,0.84,0.0,6.41,0.0,0.0,660.49,1,219,b
2598,15920,3,35.25,102.97,125.38,111.61,13.76,22.75,38.93,5.58,24.4,0.0,0.0,56.45,0.0,0.0,33.0,0.0,0.0,0.0,615.36,7,55,d
2599,1894,3,36.24,115.59,20.58,60.64,108.53,7.19,37.32,9.27,42.67,33.34,0.0,76.89,0.0,1.67,2.0,0.0,0.0,0.0,576.43,2,52,d
2600,3203,3,209.15,263.45,216.8,149.74,161.26,137.08,37.28,62.06,203.68,174.36,0.0,13.69,59.58,23.46,0.0,84.85,0.0,11.6,1951.11,1,31,d
2601,15449,4,12.32,8.26,13.32,5.34,6.12,9.79,13.07,0.0,0.0,0.0,0.0,0.0,2.5,1.12,0.0,0.0,0.0,0.0,80.34,57,11,e
2602,14196,1,61.72,122.34,20.52,80.87,91.68,0.0,49.61,0.0,45.35,22.94,83.39,48.88,0.0,2.18,0.0,0.0,0.0,12.76,680.7099999999999,2,29,b
2603,11724,3,79.12,96.79,42.58,16.93,27.75,22.44,39.82,21.78,97.86,13.87,0.0,22.12,10.18,3.94,0.0,5.54,0.0,3.4,583.97,1,38,d
2604,12738,3,40.91,90.57,39.51,85.65,75.44,0.0,8.75,43.4,10.55,32.69,1.52,102.21,0.0,0.0,0.0,6.94,0.0,0.76,573.47,1,59,d
2605,594,3,246.34,200.77,198.29,86.45,114.69,33.93,12.18,10.67,115.36,25.76,0.0,40.54,27.21,12.39,0.0,13.08,0.0,6.8,1258.26,1,108,d
2606,12935,0,65.25,86.6,44.8,60.3,60.17,0.0,66.21,3.52,25.89,60.62,0.0,0.0,0.0,15.62,0.0,0.0,0.0,0.0,498.15999999999997,5,35,a
2607,13535,1,6.82,4.2,2.86,4.93,6.55,0.0,1.73,7.76,1.45,1.94,54.22,76.76,11.07,0.89,0.0,0.0,0.0,0.0,183.91000000000003,36,17,b
2608,3676,2,22.91,28.17,41.06,21.9,52.55,60.71,16.63,7.22,16.92,11.06,141.25,64.37,26.03,1.98,16.0,0.0,7.28,0.0,619.8899999999999,1,110,c
2609,11508,1,0.0,5.16,21.21,0.0,0.0,7.2,6.68,0.0,13.24,6.0,217.11,5.1,0.79,3.4,3.0,5.97,0.0,2.12,722.5,1,54,b
2610,13147,1,19.28,80.86,29.86,13.28,6.06,0.0,31.85,11.1,36.92,10.37,273.97,0.0,9.2,20.05,0.0,0.0,0.0,0.0,552.8,1,62,b
2611,15934,1,12.63,16.99,18.44,53.49,96.6,52.74,0.41,2.4,22.7,0.0,2264.31,19.55,32.79,0.0,0.0,2.07,0.0,0.0,2649.05,1,183,b
2612,11634,0,67.26,99.62,65.91,63.34,61.51,41.61,58.19,17.99,62.31,2.49,0.0,0.0,0.0,23.27,0.0,7.17,0.0,12.74,698.54,2,54,a
2613,3967,1,6.88,12.38,43.76,0.77,28.7,6.15,1.79,4.19,7.33,7.0,85.83,0.0,0.0,3.66,12.0,4.14,0.0,0.0,229.33999999999997,21,24,b
2614,13696,4,6.77,37.54,39.59,73.17,15.19,0.0,4.39,0.0,6.14,27.58,0.0,128.19,0.0,0.0,0.0,0.0,0.0,0.0,469.04999999999995,4,24,e
2615,11423,2,123.13,151.57,120.05,170.14,86.05,35.66,155.01,109.57,150.83,129.87,408.63,3.4,17.58,21.14,0.0,15.36,0.0,5.89,1899.8400000000001,1,150,c
2616,867,4,4.65,24.39,54.02,45.83,7.07,4.06,0.59,2.66,18.28,4.91,0.0,0.0,2.94,2.38,0.0,0.0,0.0,0.0,236.66000000000003,4,40,e
2617,4848,1,38.15,59.68,58.08,23.94,40.37,0.55,3.98,14.17,1.8,63.69,170.06,0.0,49.71,2.87,0.0,0.0,0.0,0.0,591.4200000000001,4,64,b
2618,4648,2,88.21,82.83,82.45,48.32,43.27,4.38,47.8,23.85,20.72,50.36,245.7,0.0,0.0,6.52,3.0,3.98,0.0,2.97,1127.4,2,73,c
2619,10728,2,50.86,134.97,48.17,51.51,95.95,62.81,16.16,15.28,48.0,28.14,22.02,14.71,3.88,7.12,12.0,8.48,0.0,0.0,714.3800000000001,1,96,c
2620,7135,4,6.95,21.7,16.21,35.29,34.72,5.66,18.98,6.32,14.5,37.93,0.0,78.56,1.91,0.99,0.0,0.0,17.21,0.0,314.91,128,10,e
2621,9977,2,119.67,48.64,9.15,56.26,38.98,3.9,22.51,9.14,32.87,183.27,129.26,230.91,8.8,2.8,3.0,2.79,0.0,0.0,966.4099999999999,10,62,c
2622,2917,0,77.53,66.42,33.68,45.4,25.48,3.9,3.77,13.92,21.38,18.48,0.0,0.0,40.99,0.0,2.0,1.02,0.0,1.92,388.36,1,32,a
2623,3798,0,39.04,73.19,103.03,50.04,80.31,68.07,28.13,16.13,40.41,5.49,20.56,0.0,0.0,1.48,14.0,8.47,0.0,0.76,582.71,1,101,a
2624,6558,1,28.87,15.01,11.59,43.48,7.25,5.04,17.3,17.05,42.85,14.99,178.03,11.13,20.79,0.0,8.0,0.0,0.0,0.0,427.77,1,84,b
2625,8953,0,31.64,70.27,21.75,102.12,90.2,7.82,47.75,15.33,15.52,45.66,0.0,0.0,13.84,11.86,2.0,0.4,0.0,0.0,504.85,1,49,a
2626,13995,1,5.36,13.51,17.07,72.4,13.76,0.0,2.99,6.8,0.0,2.87,91.23,128.04,8.5,2.97,0.0,1.68,0.0,0.0,530.4,3,41,b
2627,9465,3,202.43,192.75,91.87,113.69,142.25,51.86,73.54,34.8,60.86,118.0,4.18,19.09,17.44,8.01,5.0,41.21,0.0,5.08,1218.8400000000001,3,114,d
2628,10880,2,118.81,25.06,19.38,16.9,58.03,3.85,19.53,11.83,17.78,80.04,339.29,233.18,12.49,6.78,6.0,57.83,11.61,0.0,1050.0,2,125,c
2629,11657,0,178.6,111.77,154.2,82.79,79.39,19.42,12.5,4.25,22.41,32.04,0.0,8.5,0.0,0.0,12.0,1.49,0.0,1.69,755.4299999999998,1,49,a
2630,13718,1,8.07,28.57,29.16,14.84,2.63,0.0,28.64,10.63,42.92,0.0,135.19,4.41,4.08,2.08,0.0,3.47,0.0,0.0,518.26,12,41,b
2631,9814,3,113.37,77.4,43.81,77.73,112.1,2.05,15.51,4.92,28.38,82.7,0.55,22.5,33.39,2.97,12.0,2.11,0.0,0.0,708.5600000000001,2,77,d
2632,7840,1,84.32,82.55,22.87,26.14,18.71,5.53,14.04,11.88,28.69,10.18,26.16,16.06,2.99,14.91,0.0,5.64,0.0,0.0,378.93999999999994,4,45,b
2633,9592,2,40.45,125.07,85.11,79.14,53.65,11.59,117.64,98.87,61.77,44.65,238.31,3.81,83.21,4.61,66.0,0.0,0.0,0.0,1259.4099999999999,1,87,c
2634,4118,1,45.01,42.74,30.49,9.2,2.97,14.04,13.77,31.27,11.58,20.23,28.35,0.0,8.01,15.2,1.0,0.0,0.0,0.0,312.37,2,51,b
2635,13601,2,51.21,36.89,50.64,120.8,53.88,0.0,10.5,169.27,24.47,111.66,73.67,520.55,25.97,0.0,0.0,58.74,2.38,4.26,1333.94,2,74,c
2636,1669,0,45.18,43.4,41.4,37.37,37.62,11.6,30.95,2.74,12.51,48.06,0.0,0.0,1.35,0.0,18.0,0.0,0.0,0.0,337.48,8,26,a
2637,9083,0,102.85,139.51,105.53,53.38,33.63,14.27,53.59,26.15,134.2,6.99,0.0,0.0,0.0,14.45,0.0,0.0,0.0,0.0,723.1,1,99,a
2638,12861,0,138.02,133.57,57.02,90.1,58.24,0.0,223.38,35.85,9.51,37.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.05,7,26,a
2639,13879,1,45.39,72.15,81.47,8.55,13.94,0.0,6.71,8.27,24.12,10.62,56.56,46.54,0.0,1.29,108.0,0.0,0.0,0.0,607.71,2,96,b
2640,13470,3,55.71,109.82,60.07,71.62,24.76,0.0,45.9,10.55,15.75,150.45,0.0,35.68,11.04,1.98,0.0,0.0,0.0,0.0,635.9,3,52,d
2641,8284,2,300.98,165.86,91.8,228.72,194.26,69.73,102.64,24.91,44.19,448.32,753.91,972.19,104.05,15.07,0.0,8.59,0.0,10.86,3992.2999999999993,1,261,c
2642,4073,0,72.87,69.56,126.73,99.04,74.18,3.4,4.59,52.97,56.99,91.9,54.54,0.0,75.44,1.71,0.0,0.0,18.62,0.67,874.0300000000001,1,87,a
2643,4597,1,42.62,13.54,28.46,4.53,16.31,3.84,69.54,7.4,20.83,36.24,106.73,0.0,35.46,4.46,11.5,0.0,0.0,0.0,431.9,2,20,b
2644,5615,1,42.38,34.4,8.85,25.55,33.44,8.96,15.66,4.26,3.8,73.13,29.49,213.02,0.0,1.02,0.0,3.78,0.0,19.57,542.14,1,29,b
2645,10519,2,74.93,71.48,25.3,36.75,91.36,9.83,37.78,23.75,12.6,31.16,89.52,7.73,26.54,2.38,7.0,0.84,0.0,0.0,615.5699999999999,16,47,c
2646,409,3,43.92,51.65,13.54,56.82,25.12,12.0,52.76,3.68,21.15,15.4,0.0,169.94,0.0,6.41,0.0,3.38,0.0,0.0,514.0,11,43,d
2647,2865,3,8.88,29.32,79.57,22.32,60.93,22.44,14.21,11.56,8.16,13.85,0.0,174.91,0.0,0.28,0.0,2.51,0.0,0.0,471.63,1,35,d
2648,9052,2,46.31,27.95,97.71,39.38,49.6,29.73,12.02,72.7,17.52,25.95,191.2,170.69,59.75,12.24,27.0,0.0,0.0,0.0,934.0,1,191,c
2649,13713,3,64.2,55.03,32.21,69.73,107.91,0.0,19.76,10.61,74.23,95.14,0.0,27.58,26.06,3.86,0.0,4.51,0.0,0.0,617.87,4,48,d
2650,15419,1,58.03,136.34,97.96,23.29,32.28,0.95,35.85,0.0,0.99,5.1,240.77,11.06,21.17,0.0,0.0,6.18,0.0,0.0,685.04,2,86,b
2651,12372,3,143.46,98.78,26.3,56.21,32.96,0.0,67.74,11.3,75.94,91.63,0.0,39.46,1.2,3.66,11.0,3.4,0.0,0.0,696.4200000000001,2,70,d
2652,13504,2,43.28,94.13,88.51,34.91,42.86,0.0,39.29,62.66,10.35,46.63,128.68,0.0,21.79,6.02,21.0,0.0,0.0,2.28,1283.86,4,131,c
2653,8754,3,41.92,40.31,15.52,15.42,17.17,14.34,31.98,6.92,36.58,27.0,0.0,30.61,0.0,7.14,5.0,1.99,0.0,0.0,319.39,2,37,d
2654,14085,0,120.26,85.06,55.66,18.25,18.8,0.0,25.54,24.93,34.53,51.26,0.0,0.0,0.0,7.07,0.0,2.53,0.0,6.79,507.95,3,53,a
2655,737,3,20.29,31.47,35.58,85.53,124.64,10.6,55.01,19.03,72.6,25.91,0.0,191.62,0.0,0.0,0.0,2.63,0.0,0.0,1128.48,1,42,d
2656,11510,2,213.68,195.13,231.82,250.83,403.01,25.84,81.2,110.05,107.76,324.7,40.48,80.37,6.84,8.2,0.0,7.62,0.0,0.84,2181.41,1,61,c
2657,6432,1,56.98,65.49,24.71,60.67,77.1,4.0,7.85,12.63,9.41,43.76,34.44,34.34,0.0,0.79,0.0,1.23,0.0,0.0,452.95000000000005,7,22,b
2658,4285,1,32.06,57.42,12.46,17.95,18.84,2.15,17.28,12.32,19.13,5.64,12.7,0.0,0.0,3.79,32.0,1.6,0.0,0.0,387.96000000000004,3,97,b
2659,7448,3,96.46,49.56,78.66,56.02,88.95,4.43,12.0,32.39,36.66,24.75,0.0,22.31,1.8,0.89,0.0,0.0,0.0,0.84,550.85,1,41,d
2660,4242,1,27.21,60.17,2.56,47.79,7.52,2.28,17.4,1.26,11.94,29.93,124.26,0.0,0.0,0.78,0.0,4.12,0.0,0.0,385.56,6,53,b
2661,7658,3,32.44,66.96,28.23,28.41,36.82,6.38,33.56,35.25,19.0,13.52,23.55,369.69,43.57,5.17,0.0,0.0,0.0,3.06,783.0699999999999,1,58,d
2662,12095,4,53.81,20.64,43.46,19.59,21.69,0.0,31.11,50.64,3.05,9.95,0.0,0.0,1.8,5.15,0.0,0.0,0.0,0.0,283.11,7,19,e
2663,11211,1,4.94,11.55,41.56,21.0,5.23,18.55,13.45,41.76,0.85,4.09,252.85,183.5,2.65,0.59,174.5,2.77,0.0,1.69,1074.74,1,76,b
2664,6752,1,22.26,57.69,66.21,24.78,46.09,15.72,58.63,42.46,16.81,3.49,119.51,14.12,1.8,0.0,0.0,1.23,0.0,0.0,607.54,11,89,b
2665,2366,3,228.87,212.36,310.71,138.09,287.54,33.79,71.62,40.07,112.99,191.73,0.0,46.69,0.0,95.64,0.0,47.5,0.0,26.49,2045.28,2,73,d
2666,977,3,204.41,120.66,60.13,105.5,105.3,22.44,32.13,9.46,48.24,144.06,0.0,314.26,3.99,8.09,0.0,1.86,0.0,5.52,1239.9199999999998,7,41,d
2667,9808,3,29.88,42.12,160.32,149.16,142.5,10.27,76.6,48.77,11.99,153.68,0.0,7.39,0.59,0.0,0.0,9.32,0.0,1.68,881.87,9,35,d
2668,8450,1,23.86,22.95,12.89,34.33,77.73,12.05,9.6,7.85,7.23,19.02,99.67,2.55,24.66,3.74,0.0,24.45,0.0,0.0,420.08000000000004,1,33,b
2669,11037,2,72.76,89.84,147.14,107.28,152.66,84.27,20.07,58.58,77.86,33.75,374.42,17.58,70.1,2.56,218.0,20.89,0.0,5.02,1839.83,1,126,c
2670,8099,1,64.2,16.4,65.86,29.38,2.03,0.6,7.82,19.89,16.13,44.99,16.69,9.77,2.99,4.17,0.0,0.94,0.0,0.0,501.40000000000003,1,59,b
2671,9066,4,28.72,26.31,30.66,8.08,9.4,34.84,31.27,2.77,0.89,1.19,7.65,3.4,23.43,5.89,0.0,0.0,0.0,0.0,234.17000000000002,1,49,e
2672,10911,3,143.22,80.97,100.11,172.6,196.76,3.48,6.92,19.12,75.65,47.29,0.0,62.28,15.54,3.52,0.0,1.99,2.14,1.1,998.06,1,33,d
2673,15728,4,85.11,35.74,0.84,69.91,16.3,0.42,29.89,0.72,0.0,34.64,0.0,5.44,0.0,8.72,0.0,3.98,0.0,0.0,309.29999999999995,12,24,e
2674,13932,1,134.71,61.01,54.9,61.79,59.88,0.0,11.04,0.0,0.0,15.08,277.59,0.0,8.73,0.39,94.0,1.49,0.0,0.0,812.3,1,100,b
2675,13238,1,17.71,131.59,45.02,38.16,72.28,0.0,57.81,5.55,41.18,19.5,508.48,0.0,0.0,3.03,0.0,0.0,0.0,3.4,1016.4599999999999,11,38,b
2676,8844,2,54.61,127.21,176.12,26.05,39.65,39.89,49.47,88.5,64.26,36.73,13.91,65.25,5.98,9.77,6.0,7.12,0.0,0.0,872.6700000000001,9,87,c
2677,85,3,77.48,97.87,24.96,37.07,1.44,0.35,33.83,6.61,25.44,5.28,0.0,256.39,0.0,11.4,8.0,0.3,0.0,0.0,600.74,2,67,d
2678,8461,2,77.01,36.0,188.19,39.33,263.14,4.45,34.12,62.94,37.11,73.79,479.1,101.12,35.14,12.29,0.0,1.02,5.73,0.0,1476.38,3,69,c
2679,12721,4,14.51,5.19,21.29,30.54,52.2,0.0,0.0,7.65,2.37,8.19,0.0,0.0,0.0,0.0,0.0,5.56,0.0,4.25,162.69,35,13,e
2680,14595,4,24.37,36.38,28.89,12.77,11.04,3.3,0.0,6.11,0.0,30.55,0.0,0.0,51.22,0.0,0.0,0.84,0.0,0.0,227.40000000000003,1,32,e
2681,15544,2,55.44,89.7,43.67,47.58,24.02,47.48,15.3,63.53,0.0,18.21,82.26,36.09,84.29,7.75,0.0,22.25,0.0,0.0,666.1,1,94,c
2682,1406,0,46.98,86.82,25.26,97.94,17.86,7.7,33.73,8.16,27.86,71.91,0.0,0.0,13.89,0.0,0.0,6.72,0.0,0.0,469.02000000000004,3,24,a
2683,9985,3,19.29,83.78,21.56,70.96,11.6,10.15,71.23,25.01,22.93,16.28,1.1,174.26,7.11,28.48,8.0,5.58,0.0,2.28,647.15,3,64,d
2684,5330,1,3.79,2.25,3.23,7.81,2.2,11.05,1.46,0.35,1.65,40.07,49.1,2.85,0.0,0.0,0.0,0.0,0.0,11.27,140.94000000000003,4,50,b
2685,14999,3,158.36,17.43,58.93,21.49,4.36,5.1,9.26,0.0,31.37,41.23,0.0,288.44,24.42,18.45,0.0,0.0,0.0,0.0,699.67,1,62,d
2686,2874,3,95.85,123.59,253.12,64.38,35.24,32.08,257.35,1.82,78.98,281.64,0.0,63.53,0.0,2.86,0.0,0.55,0.0,0.84,1417.06,3,66,d
2687,1925,3,39.64,76.67,81.22,15.7,18.38,14.23,59.58,19.34,13.19,26.55,0.0,106.19,7.38,42.67,0.0,10.94,0.0,0.0,567.5,3,63,d
2688,5284,3,21.77,124.16,51.58,93.1,75.66,31.29,50.49,43.39,61.79,62.13,23.83,347.99,0.0,0.0,0.0,0.0,0.0,0.0,1489.72,3,138,d
2689,4670,2,17.54,101.74,27.99,42.32,38.13,26.72,24.56,9.54,80.63,61.36,286.09,0.0,2.49,12.43,14.0,0.0,0.0,0.0,1085.56,3,88,c
2690,10619,4,43.76,35.72,12.16,8.31,2.16,0.96,17.05,6.89,10.13,19.78,0.0,0.0,17.04,18.42,0.0,4.84,0.0,0.0,204.68,19,46,e
2691,4861,1,23.89,34.84,40.66,28.75,28.33,3.44,2.39,3.02,7.78,23.28,16.71,0.0,29.58,0.0,0.0,0.0,0.0,0.0,261.63,1,50,b
2692,14891,4,80.87,103.49,21.7,110.04,141.8,4.1,4.33,0.0,14.51,2.16,2.23,77.9,7.83,0.0,0.0,1.06,0.0,0.0,591.2,8,36,e
2693,13368,0,47.45,71.21,22.25,44.79,50.24,0.0,2.98,11.98,34.17,61.19,0.0,0.0,0.0,2.94,0.0,1.99,0.0,4.14,398.76,3,39,a
2694,10328,2,37.37,149.79,55.28,52.19,120.3,18.45,102.42,8.63,24.32,91.04,59.3,12.5,4.8,22.74,4.0,9.83,0.0,0.0,829.74,2,82,c
2695,2501,4,16.54,45.5,18.22,6.74,47.26,3.37,4.18,0.55,12.1,1.84,2.8,49.31,20.69,10.42,48.5,31.21,0.0,32.2,512.9,3,38,e
2696,12130,2,125.99,145.25,104.37,120.15,76.54,0.0,29.49,13.66,119.54,59.15,647.35,19.29,4.4,36.1,0.0,0.0,0.0,4.26,1603.1399999999999,5,129,c
2697,2183,4,0.0,20.8,29.74,5.99,39.59,4.2,1.59,2.27,0.0,5.0,0.0,6.93,0.0,0.0,0.0,0.42,8.25,0.0,131.07,34,17,e
2698,14723,4,70.7,23.98,48.42,87.91,21.36,3.35,0.0,20.9,7.27,35.43,0.0,21.76,0.0,3.67,0.0,0.0,0.0,0.0,355.91999999999996,1,23,e
2699,13730,1,29.36,26.98,21.86,14.54,22.84,0.0,16.88,1.99,34.62,12.27,93.12,530.15,6.6,8.91,2.0,14.67,0.0,0.0,853.4000000000001,2,80,b
2700,5665,1,13.78,34.46,16.92,41.17,18.44,3.93,19.99,3.01,14.37,40.49,13.96,68.96,0.0,16.13,12.0,4.26,2.63,0.0,340.53999999999996,1,33,b
